"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"47/000214";"Hotel";"3ª - 3 Estrellas";"";"HOTEL LOS TOREROS DE TRABANCOS";"Calle AUTOVIA CASTILLA 177,50";"47511";"Valladolid";"Siete Iglesias de Trabancos";"SIETE IGLESIAS DE TRABANCOS";"SIETE IGLESIAS DE TRABANCOS";"680985007";"983771954";"";"facturas@gustumareas.com";"";"";"";"71";"";"";"";
"09/000313";"Hostal";"2ª - 2 Estrellas";"";"MONTORIO";"Calle CL/BURGOS, 35";"09125";"Burgos";"Montorio";"MONTORIO";"MONTORIO";"662487874";"";"";"";"";"";"";"42";"-3,776217";"42,584579";"Si";
"09/000312";"Pensión";"Categoría única";"";"CAMINO DE BURGOS";"";"09572";"Burgos";"Valle de Valdebezana";"VIRTUS";"";"947154273";"";"";"";"";"";"";"10";"";"";"";
"09/000311";"Hotel Residencia";"2ª - 2 Estrellas";"";"ACHURI";"Calle Estación 86";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947347272";"";"";"reservas@hotelachuri.com";"www.hotelachuri.com";"";"";"40";"-2,94086";"42,689568";"Si";
"42/000252";"Hotel";"3ª - 3 Estrellas";"";"MANRIQUE DE LARA";"Carretera BURGO DE OSMA S/N";"42140";"Soria";"San Leonardo de Yagüe";"SAN LEONARDO DE YAGÜE";"SAN LEONARDO DE YAGÜE";"975376909";"975376924";"";"";"";"";"";"74";"";"";"Si";
"24/000412";"Hotel";"2ª - 2 Estrellas";"";"LA MORA";"Calle c/LAS LILAS, 3";"24141";"León";"Villablino";"VILLASECA DE LACIANA";"VILLASECA DE LACIANA";"987470046";"987688069";"";"hotmora@hotmail.com";"";"";"";"22";"-6,230796";"42,940128";"";
"40/000161";"Hostal";"2ª - 2 Estrellas";"";"MIRADOR DEL CASLILLA";"Calle  CONDE DE SEPULVEDA, 26";"40300";"Segovia";"Sepúlveda";"SEPULVEDA";"SEPULVEDA";"921540353";"921540172";"";"info@miradordelcaslilla.com";"www.MIRADOR DEL CASILLA.com";"";"";"27";"";"";"";
"37/000324";"Hotel";"5ª - 5 Estrellas";"";"ALAMEDA PALACE SALAMANCA";"Paseo PASEO DE LA ESTACION,1-3";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923282626";"";"";"recepcion@hotelalamedapalace.com";"www.hotelalamedapalace.com";"";"";"206";"";"";"Si";
"34/000156";"Hostal Residencia";"1ª - 1 Estrella";"";"CASA MAURO";"Calle  MAYOR 18";"34886";"Palencia";"Velilla del Río Carrión";"VELILLA DEL RIO CARRION";"VELILLA DEL RIO CARRION";"979861010";"";"";"";"";"";"";"6";"";"";"";
"37/000325";"Hotel";"3ª - 3 Estrellas";"";"LA FUENTE";"Avenida HUMILLADERO 12";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"923413176";"";"";"";"";"";"";"32";"";"";"";
"40/000162";"Hotel";"2ª - 2 Estrellas";"";"SAN MIGUEL";"Calle INFANTA ISABEL 6";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460009";"921463657";"";"info@sanmiguel-hotel.com";"";"";"";"23";"";"";"";
"47/000215";"Hostal";"2ª - 2 Estrellas";"";"INFANTE";"Avenida AVENIDA VALLADOLID-SORIA, Nº 116";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"PEÑAFIEL";"983881116";"";"";"info@hotelinfantepeñafiel.com";"www.hotelinfantepenafiel.com";"";"";"23";"-4,133463";"41,601194";"Si";
"47/000216";"Hotel";"3ª - 3 Estrellas";"";"HOTEL REAL DE CASTILLA";"Calle VISTA ALEGRE 2-4";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"678543141";"";"";"";"";"";"";"49";"";"";"";
"09/000314";"Hotel Residencia";"2ª - 2 Estrellas";"";"TUDANCA ARANDA II";"Carretera  MADRID-IRUN, KM. 153";"09471";"Burgos";"Fuentespina";"FUENTESPINA";"FUENTESPINA";"947506011";"";"";"";"www.tudancaaranda2.com";"";"";"60";"-3,686857";"41,623016";"Si";
"49/000168";"Hotel Residencia";"3ª - 3 Estrellas";"";"SANTIAGO";"Avenida MARAGATOS 34";"49600";"Zamora";"Benavente";"BENAVENTE";"BENAVENTE";"902101021";"980635037";"";"hotelsantiago@grupohlt.com";"www.grupohlt.com/hotelsantiago";"";"";"49";"";"";"Si";
"34/000158";"Hotel";"4ª - 4 Estrellas";"";"DIANA PALACE";"Avenida  SANTANDER Nº 12";"34003";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979018050";"";"";"gerencia@mypalaceleon.com";"eurostarsdianapalace.com";"";"";"114";"";"";"";
"37/000326";"Hostal Residencia";"2ª - 2 Estrellas";"";"PUERTA DEL SOL";"Rua RUA DEL SOL, 33";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923460671";"";"";"";"";"";"";"26";"";"";"";
"37/000327";"Hotel Residencia";"3ª - 3 Estrellas";"";"LA BODEGA";"Calle BADAJOZ, 15";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923498350";"";"";"contacto@hotellabodega.com";"www.hotellabodega.com";"";"";"53";"";"";"Si";
"05/000153";"Hostal";"2ª - 2 Estrellas";"";"EL FOGON DE GREDOS";"Calle C/ LINAREJO, 6";"05417";"Ávila";"Guisando";"GUISANDO";"GUISANDO";"920374018";"";"";"fogondegredos@msn.com";"www.fogondegredos.com";"";"";"23";"-5,15273";"40,222839";"";
"24/000415";"Hotel";"4ª - 4 Estrellas";"";"GRAN HOTEL PANDORADO";"Carretera CTRA. LE-493 LA MAGDALENA-RIOSCURO, KM 47,5";"24132";"León";"Riello";"PANDORADO";"PANDORADO";"609226545";"983812977";"";"querencia.editorial@hotmail.es";"";"";"";"26";"-5,973361";"42,782575";"Si";
"24/000416";"Hotel";"2ª - 2 Estrellas";"";"REYES DE LEON";"Calle FONDILLA, 17 - 19";"24240";"León";"Santa María del Páramo";"SANTA MARIA DEL PARAMO";"SANTA MARIA DEL PARAMO";"987351520";"677551653";"";"reyesdeleon@terra.es";"www.hotelreyesdeleon.net";"";"";"52";"-5,746128";"42,357171";"Si";
"09/000316";"Hostal Residencia";"2ª - 2 Estrellas";"";"EVOLUCION";"Calle Santa Clara, 28";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947200458";"";"";"info@cuentameevolucion.com";"www.hotelescuentame.com";"";"";"17";"";"";"Si";
"37/000328";"Hostal";"1ª - 1 Estrella";"";"SALI";"Calle VIOLETAS,2";"37181";"Salamanca";"Pelabravo";"NUEVO NAHARROS";"NUEVO NAHARROS";"923249705";"";"";"";"";"";"";"18";"";"";"";
"24/000418";"Hotel Apartamento";"2ª - 2 Estrellas";"";"CATEDRAL";"CAYO JESUS FERNANDEZ ESPINO, 2";"24007";"León";"León";"LEON";"";"987875055";"";"";"";"";"";"";"27";"";"";"Si";
"09/000318";"Hotel";"4ª - 4 Estrellas";"";"HQ LA GALERIA";"Carretera CTRA. BURGOS-AGUILAR, KM. 4";"09197";"Burgos";"Alfoz de Quintanadueñas";"QUINTANADUEÑAS";"*DISEMINADO*";"947292606";"";"";"hotel@hqlagaleria.com";"www.hqlagaleria.com";"";"";"114";"-3,724205";"42,375693";"Si";
"24/000419";"Hostal";"1ª - 1 Estrella";"";"LA GALLEGA";"Calle SANTA MARIA, 23";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"987549355";"";"";"hostalgallega@gmail.com";"";"";"";"21";"";"";"";
"24/000420";"Hostal Residencia";"2ª - 2 Estrellas";"";"ALDA VIA DE LA PLATA ROOMS";"Calle JUAN DE MANSILLA 18";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987643054";"";"";"VIAPLATAROOMS@ALDAHOTELS.COM";"ALDAHOTELS.ES";"";"";"26";"";"";"Si";
"09/000320";"Hotel";"4ª - 4 Estrellas";"";"PALACIO DUCAL DE LERMA";"Plaza PLAZA MAYOR, 1";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947177110";"";"";"lerma@parador.es";"www.parador.es";"Si";"";"133";"";"";"Si";
"40/000163";"Hotel Residencia";"3ª - 3 Estrellas";"";"EL ZAGUAN";"C/ CALLEJAS, S/N";"40370";"Segovia";"Turégano";"TUREGANO";"TUREGANO";"921501165";"677493946";"";"zaguan@el-zaguan.com";"www.el-zaguan.com";"";"";"32";"";"";"";
"24/000421";"Hotel";"2ª - 2 Estrellas";"";"SANTA LUCIA";"CARRETERA DE CABOALLES, KM. 31";"24123";"León";"Carrocera";"OTERO DE LAS DUEÑAS";"OTERO DE LAS DUEÑAS";"987581437";"630079737";"";"hotelsantalucia@hotelsl.e.telefonica.net";"www.hotelstalucia.com";"";"";"25";"";"";"Si";
"40/000164";"Hotel";"2ª - 2 Estrellas";"";"HOSTERIA DEL ARCO";"C/ CORDOVILLA, 1";"40172";"Segovia";"Pedraza";"PEDRAZA";"PEDRAZA";"921509862";"";"";"info@hosteriadelarco.com";"";"";"";"18";"";"";"";
"40/000165";"Hostal Residencia";"1ª - 1 Estrella";"";"LA HOSTERIA NATURA";"Calle COLON, 5";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921466711";"";"";"info@naturadesegovia.com";"www.naturadesegovia.com";"";"";"20";"";"";"";
"09/000321";"Hotel";"3ª - 3 Estrellas";"";"CASA AZOFRA";"Calle CL/ DON JUAN DE AUSTRIA, 22";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947461050";"947462003";"";"azofra@hotelazofra.com";"www.hotelazofra.com";"";"";"49";"-3,72924";"42,340491";"Si";
"34/000161";"Hotel Residencia";"2ª - 2 Estrellas";"";"EL ROBLE";"AVDA. GENERAL MOLA, 7";"34840";"Palencia";"Cervera de Pisuerga";"CERVERA DE PISUERGA";"CERVERA DE PISUERGA";"979874429";"";"";"info@hotelelroble.com";"www.hotelelroble.com";"";"";"22";"";"";"Si";
"24/000422";"Hotel Residencia";"3ª - 3 Estrellas";"";"ACRÓPOLIS";"Carretera N-VI, ENLACE A-6";"24410";"León";"Camponaraya";"CAMPONARAYA";"CAMPONARAYA";"987464066";"";"";"motelacropolis@telefonica.net";"";"";"";"60";"";"";"";
"47/000217";"Hotel";"3ª - 3 Estrellas";"";"TORRE DE SILA";"Carretera MADRID-CORUÑA, KM. 182";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983795952";"";"";"hotel@torredesila.com";"www.torredesila.com";"";"";"52";"-5,0041667";"41,5019444";"Si";
"05/000154";"Hostal Residencia";"1ª - 1 Estrella";"";"REAL 79";"Calle C/REAL, Nº 79";"05414";"Ávila";"Cuevas del Valle";"CUEVAS DEL VALLE";"CUEVAS DEL VALLE";"920 383 017";"626 331 175";"";"hostalreal79@yahoo.es";"www.hostalreal79.bravehost.com";"";"";"9";"-5,011159";"40,290671";"";
"05/000155";"Hotel";"2ª - 2 Estrellas";"";"GALAYOS";"Calle CTRA. DEL BARCO, Nº 21";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349222";"920349014";"";"reservas@galayos.net";"";"";"";"37";"";"";"";
"37/000329";"Hotel";"3ª - 3 Estrellas";"";"SIERRA QUILAMA";"Calle PARAJE LOS PERALES,S/N";"37763";"Salamanca";"San Miguel de Valero";"SAN MIGUEL DE VALERO";"SAN MIGUEL DE VALERO";"923423000";"615414369";"";"sierraquilama@gmail.com";"";"";"";"25";"";"";"";
"37/000330";"Hostal Residencia";"1ª - 1 Estrella";"";"HOSPEDERÍA PUERTA DE LA CATEDRAL";"Calle CAMPO DE TOLEDO, 17";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923460664";"";"";"";"";"";"";"40";"";"";"Si";
"24/000423";"Hotel";"2ª - 2 Estrellas";"";"MONCLOA DE SAN LAZARO";"Plaza  DE SAN LAZARO 9";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"636883346";"987546101";"";"info@moncloadesanlazaro.com";"https://www.moncloadesanlazaro.com/hotel/";"";"";"15";"";"";"";
"40/000166";"Hotel";"2ª - 2 Estrellas";"";"LA FARM";"Calle BARCO, 8";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921524380";"629338010";"";"agonzalez@lafarm.es";"https://lafarm.es/hotel-home/";"";"";"32";"-4,0066667";"40,9011111";"Si";
"05/000156";"Hotel";"4ª - 4 Estrellas";"";"FONTECRUZ AVILA";"Carretera CTRA. ANTIGUA DE CEBREROS, KM. 3";"05003";"Ávila";"Ávila";"AVILA";"*DISEMINADO*";"920 35 92 00";"914295330";"";"recepcion@avilagolfhotel.com";"www.avilagolfhotel.com";"";"";"140";"-4,649115";"40,631847";"Si";
"47/000218";"Motel";"3ª - 3 Estrellas";"";"EMPORIO MIJ";"Calle AUTOVÍA VALLADOLID-PALENCIA, SALIDA 112";"47260";"Valladolid";"Cabezón de Pisuerga";"CABEZON DE PISUERGA";"CABEZON.BARRIO NUEVO";"983581034";"";"";"motelemporio@telefonica.net";"";"";"";"120";"-4,663914";"41,742861";"Si";
"05/000157";"Hostal";"2ª - 2 Estrellas";"";"ALVALACAN PUERTA DEL ALCAZAR";"Calle SAN SEGUNDO 38  BJ A";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920211074";"670688599";"";"alvalacande@gmail.com";"https://puertadelalcazar.com/";"";"";"63";"-4,696509";"40,656255";"Si";
"34/000163";"Hostal";"2ª - 2 Estrellas";"";"PACHO";"Calle LICENCIADO FRAILE DE LA HOZ, 2";"34840";"Palencia";"Cervera de Pisuerga";"CERVERA DE PISUERGA";"CERVERA DE PISUERGA";"979874434";"";"";"";"www.hrpacho.es";"";"";"16";"";"";"";
"09/000326";"Hostal Residencia";"2ª - 2 Estrellas";"";"DOCAR II";"Pº DE LOS MESONES, Nº 21";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947171073";"";"";"reservas@cadenadocar.com";"www.cadenadocar.com";"";"";"15";"";"";"";
"24/000424";"Pensión";"Categoría única";"";"LA PARADA";"ALCALDE MANUEL ORALLO, 5";"24420";"León";"Fabero";"FABERO";"FABERO";"987550352";"";"";"";"";"";"";"9";"";"";"";
"47/000219";"Hotel";"4ª - 4 Estrellas";"";"ATRIO CATEDRAL";"Calle C/ NÚÑEZ DE ARCE, 5";"47002";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983150050";"";"";"reservasatrio@hotelesvalladolid.com";"www.hotelesvalladolid.com";"";"";"50";"-4,7282778";"41,6532222";"Si";
"49/000169";"Hotel";"2ª - 2 Estrellas";"";"PUENTE DE PIEDRA";"Plaza BELÉN 3";"49001";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980533267";"";"";"puentedepiedrazamora@gmail.com";"www.puentedepiedra.com";"";"";"9";"";"";"Si";
"34/000164";"Hotel Residencia";"2ª - 2 Estrellas";"";"ALMIREZ";"Calle ALMIREZ, Nº 14";"34840";"Palencia";"Cervera de Pisuerga";"CERVERA DE PISUERGA";"CERVERA DE PISUERGA";"979874432";"979870648";"";"info@hotel-almirez.es";"www.hotel-centralalmirez.es";"";"";"12";"-4,497589";"42,862532";"";
"37/000332";"Hostal Residencia";"1ª - 1 Estrella";"";"HOSTAL JOSE MARI";"Avenida PORTUGAL, 14   2º";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"0000000000";"";"";"";"";"";"";"14";"-6,533086";"40,602463";"";
"40/000167";"Hostal Residencia";"1ª - 1 Estrella";"";"DON JAIME II";"Calle  OCHOA ONDATEGUi 11";"40002";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921444787";"";"";"hostaldonjaime@hotmail.com";"www.viasegovia.com/hostaldonjaime";"";"";"13";"";"";"";
"42/000255";"Hostal";"2ª - 2 Estrellas";"";"RURAL FUENTEFRIA";"LA SOLEDAD, 1";"42146";"Soria";"Abejar";"ABEJAR";"";"975373198";"";"";"";"";"";"";"11";"";"";"";
"34/000165";"Hotel";"3ª - 3 Estrellas";"";"REAL HOTEL";"Calle SAN ISIDRO SN";"34880";"Palencia";"Guardo";"GUARDO";"GUARDO";"979814058";"610166863";"";"EDOMINGUEZ@GARCIAYPASCUAL.COM";"";"";"";"13";"";"";"";
"09/000327";"Hotel Residencia";"2ª - 2 Estrellas";"";"FORAMONTANOS";"Calle del Medio 14";"09580";"Burgos";"Valle de Mena";"VILLASANA DE MENA";"VILLASANA DE MENA";"666427597";"";"";"";"";"";"";"11";"-3,284132";"43,099792";"";
"37/000333";"Hostal Residencia";"1ª - 1 Estrella";"";"DOS HERMANOS";"Calle ARRABAL,25";"37712";"Salamanca";"Horcajo de Montemayor";"HORCAJO DE MONTEMAYOR";"HORCAJO DE MONTEMAYOR";"923417349";"";"";"";"";"";"";"11";"";"";"";
"40/000168";"Hostal Residencia";"1ª - 1 Estrella";"";"LA CIGÜEÑA";"Calle  ANTONIO MACHADO, 3";"40400";"Segovia";"Espinar (El)";"ESPINAR (EL)";"ESPINAR (EL)";"921182388";"620093405";"";"hostallaciguena@hostallaciguena.com";"";"";"";"31";"";"";"Si";
"42/000256";"Hotel Residencia";"2ª - 2 Estrellas";"";"SORIA PLAZA MAYOR";"Plaza MAYOR 10";"42002";"Soria";"Soria";"SORIA";"SORIA";"975104040";"659432562";"";"info@hotelplazamayor.com";"";"";"";"14";"";"";"";
"40/000169";"Hostal Residencia";"1ª - 1 Estrella";"";"FUENTES";"CTRA. MADRID-CORUÑA, km. 96";"40146";"Segovia";"Labajos";"LABAJOS";"LABAJOS";"921190505";"679481891";"";"";"";"";"";"45";"";"";"Si";
"47/000221";"Pensión";"Categoría única";"";"CASA AURELIO";"PLAZA MAYOR, 6";"47311";"Valladolid";"Canalejas de Peñafiel";"CANALEJAS DE PEÑAFIEL";"CANALEJAS DE PEÑAFIEL";"983892049";"";"";"";"";"";"";"5";"-4,116192";"41,525717";"";
"05/000158";"Hostal";"2ª - 2 Estrellas";"";"ARPA";"Avenida PARAMERA 15";"05120";"Ávila";"Navalmoral";"NAVALMORAL";"NAVALMORAL";"920280066";"666340666";"";"";"www.hostalarpa.es";"";"";"16";"-4,769064";"40,459994";"Si";
"40/000170";"Hostal Residencia";"1ª - 1 Estrella";"";"STOP";"CTRA. SEPULVEDA, 22";"40320";"Segovia";"Cantalejo";"CANTALEJO";"CANTALEJO";"921522514";"";"";"";"";"";"";"25";"";"";"";
"09/000328";"Hostal";"1ª - 1 Estrella";"";"HOSTAL FUENTESTRELLA";"Calle IGLESIA 6";"09227";"Burgos";"Hontanas";"HONTANAS";"HONTANAS";"943641227";"";"";"info@novaexim.es";"";"";"";"13";"";"";"";
"24/000427";"Pensión";"Categoría única";"";"ALOJAMIENTO CALDAS DE LUNA";"Calle BALNEARIO, 7";"24146";"León";"Sena de Luna";"CALDAS DE LUNA";"CALDAS DE LUNA";"987592201";"";"";"";"";"";"";"20";"-5,85469";"42,932386";"";
"09/000330";"Hostal Residencia";"2ª - 2 Estrellas";"";"ACANTO";"CL/ESTEBAN SAEZ ALVARADO, 3";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947482551";"";"";"reservas@hostalacanto.com";"www.hostalacanto.com";"";"";"50";"-3,663678";"42,355117";"Si";
"40/000171";"Hostal Residencia";"2ª - 2 Estrellas";"";"LA GRANJA";"Calle LA GRANJA 8";"40193";"Segovia";"Palazuelos de Eresma";"PARQUE ROBLEDO";"PARQUE ROBLEDO";"921447459";"628042496";"";"SILRADI@HOTMAIL.COM";"WWW.HOSTALLAGRANJA.COM";"";"";"15";"-4,056811";"40,909942";"Si";
"24/000428";"Pensión";"Categoría única";"";"ALOJAMIENTOS RIO CARES";"AV. JOSE AGUADO, 12 - 1º";"24005";"León";"León";"LEON";"LEON";"987070526";"987211303";"";"";"";"";"";"12";"";"";"";
"24/000429";"Pensión";"Categoría única";"";"EL ABUELO";"Avenida AVDA. CONSTITUCIÓN, S/N.";"24475";"León";"Encinedo";"ENCINEDO";"ENCINEDO";"987673205";"";"";"";"";"";"";"7";"-6,59402";"42,272137";"Si";
"24/000430";"Pensión";"Categoría única";"";"SABUGO";"GENERAL, S/N.";"24743";"León";"Encinedo";"QUINTANILLA DE LOSADA";"QUINTANILLA DE LOSADA";"987654647";"";"";"";"";"";"";"11";"";"";"";
"42/000258";"Hostal Residencia";"2ª - 2 Estrellas";"";"BARAHONA";"Carretera CTRA. DE MADRID, 8";"42213";"Soria";"Baraona";"BARAONA";"BARAONA";"975314503";"975302004";"";"";"";"";"";"15";"";"";"Si";
"24/000431";"Hostal";"2ª - 2 Estrellas";"";"HOSTAL RESTAURANTE EL JARDIN";"Calle EL JARDIN 5";"24234";"León";"Laguna de Negrillos";"LAGUNA DE NEGRILLOS";"LAGUNA DE NEGRILLOS";"636015947";"";"";"";"";"";"";"12";"";"";"";
"37/000336";"Hostal Residencia";"2ª - 2 Estrellas";"";"GUD SALAMANCA";"Paseo CANALEJAS,10-12-1º";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923603575";"655310062";"";"hostalgudsalamanca@gmail.com";"hostalgud.net";"";"";"14";"";"";"Si";
"37/000337";"Hostal Residencia";"2ª - 2 Estrellas";"";"HOSTERIA SARA";"Calle MELENDEZ,11";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"000000000";"";"";"";"www.hostalsara.orq";"";"";"30";"";"";"Si";
"09/000332";"Hostal";"1ª - 1 Estrella";"";"HOSTAL EL MANZANO";"Avenida VIRGEN DEL MANZANO 5";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"CASTROJERIZ";"645694113";"691304834";"";"mstrafile19@gmail.com";"";"";"";"9";"";"";"";
"47/000222";"Hostal Residencia";"2ª - 2 Estrellas";"";"OLMEDO HOSTAL PLAZA";"Plaza SAN ANDRES 7";"47410";"Valladolid";"Olmedo";"OLMEDO";"OLMEDO";"639777402";"629842791";"";"lauramarce.84@hotmail.com";"";"";"";"28";"-4,688255";"41,287083";"";
"47/000223";"Pensión";"Categoría única";"";"EL GALLEGO";"CARRETERA DE MADRID, 28";"47250";"Valladolid";"Mojados";"MOJADOS";"MOJADOS";"983608047";"";"";"";"";"";"";"27";"-4,667125";"41,433534";"";
"42/000260";"Hostal";"2ª - 2 Estrellas";"";"BAVIECA";"Calle CAMPO DE SAN NICOLAS, 6";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"975326106";"";"";"info@bavieca.net";"www.bavieca.net";"";"";"12";"-2,4332992";"41,171988";"";
"09/000334";"Hostal Residencia";"2ª - 2 Estrellas";"";"LAS  NUBES";"Calle CARDENAL BENLLOCH 15";"09600";"Burgos";"Salas de los Infantes";"SALAS DE LOS INFANTES";"SALAS DE LOS INFANTES";"635418744";"947380283";"";"";"";"";"";"15";"";"";"";
"09/000333";"Hotel";"3ª - 3 Estrellas";"";"RICE BULEVAR";"Calle CL/ BONIFACIO ZAMORA DE USABEL, 1 A";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947203000";"";"";"recepcionb@ricehotelesburgos.com";"www.ricehotelesburgos.com";"";"";"135";"-3,70242";"42,335027";"Si";
"24/000432";"Hotel";"2ª - 2 Estrellas";"";"REAL COLEGIATA DE SAN ISIDORO";"Plaza SANTO MARTINO 5";"24003";"León";"León";"LEON";"LEON";"987875088";"";"";"";"www.hotelrealcolegiata.com";"";"";"102";"";"";"Si";
"24/000433";"Hotel Residencia";"3ª - 3 Estrellas";"";"ALDA VIA LEON";"Calle EL PASO 5";"24003";"León";"León";"LEON";"LEON";"987035481";"633793926";"";"VIALEON@ALDAHOTELS.COM";"";"";"";"32";"-5,569113";"42,59802";"Si";
"24/000434";"Hostal Residencia";"2ª - 2 Estrellas";"";"ESCARCHA";"REGINA FRANCO, 12";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987781856";"";"";"escarcha-17@hotmail.com";"www.hostalescarcha.com";"";"";"24";"";"";"";
"37/000338";"Hostal Residencia";"2ª - 2 Estrellas";"";"SAN GINES";"PZA. SAN GINES, 11";"37660";"Salamanca";"Miranda del Castañar";"MIRANDA DEL CASTAÑAR";"MIRANDA DEL CASTAÑAR";"923432999";"660372200";"";"info@laposadadesangines.com";"";"";"";"12";"-5,999607";"40,484587";"";
"42/000261";"Hotel";"4ª - 4 Estrellas";"";"PARADOR DE SORIA";"Parque PARQUE DEL CASTILLO S/N";"42005";"Soria";"Soria";"SORIA";"SORIA";"975240800";"";"";"soria@parador.es";"www.parador.es";"Si";"";"127";"-2,4576";"41,7623";"Si";
"09/000339";"Hostal Residencia";"1ª - 1 Estrella";"";"FERROVIARIA";"CL/CIUDAD JARDIN, Nº 1";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947310375";"";"";"";"";"";"";"30";"";"";"Si";
"09/000337";"Hostal Residencia";"1ª - 1 Estrella";"";"CASA JERÓNIMO";"CL/ SANTA MARÍA BAJERA, Nº 15";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"647285196";"947590708";"";"hostalcasajero@hotmail.es";"www.hostalcasajeronimo.com";"";"";"9";"";"";"";
"09/000340";"Hotel";"3ª - 3 Estrellas";"";"PRADO DE LAS MERINAS";"Calle RÍO 35";"09451";"Burgos";"Caleruega";"CALERUEGA";"CALERUEGA";"947 53 42 44";"";"";"josedetorres1967@gmail.com";"";"";"";"38";"-3,491447";"41,826458";"Si";
"40/000173";"Hotel";"3ª - 3 Estrellas";"";"LA CASA MUDEJAR";"Calle  ISABEL LA CATOLICA 6";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921466250";"609649815";"";"RAQUEL@LACASAMUDEJAR.COM";"www.lacasamudejar.com";"";"";"77";"-4,1238889";"40,94975";"Si";
"09/000341";"Hotel";"4ª - 4 Estrellas";"";"AC HOTEL BURGOS";"Paseo de la Audiencia 7";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947257966";"";"";"direc.burgos@ac-hotels.com";"";"";"";"130";"";"";"Si";
"09/000336";"Hostal Residencia";"2ª - 2 Estrellas";"";"SANTIAGO 2";"Calle Vicente Aleixandre 6";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947052607";"";"";"samuelelpeon@gmail.com";"";"";"";"18";"-3,676744";"42,355115";"Si";
"47/000224";"Pensión";"Categoría única";"";"NUÑEZ I";"C/ VISTA ALEGRE, 1";"47195";"Valladolid";"Arroyo de la Encomienda";"ARROYO DE LA ENCOMIENDA";"ARROYO DE LA ENCOMIENDA";"983408122";"";"";"";"";"";"";"10";"-4,768241";"41,625135";"";
"47/000226";"Hotel";"4ª - 4 Estrellas";"";"HOTEL BALNEARIO VILLA DE OLMEDO";"Carretera PAGO DE SANCTI SPIRITUS, S/N";"47410";"Valladolid";"Olmedo";"OLMEDO";"OLMEDO";"983600237";"";"";"info@castillatermal.com";"www.castillatermal.com/hoteles/balneario-de-olmedo/";"";"";"156";"-4,680237";"41,288995";"Si";
